,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_call_straddle,行权价_call_straddle,成交量(手)_call_straddle,到期剩余天数_call_straddle,期权代码_call_straddle,收盘价_call_straddle,到期ETF收盘价_call_straddle,现期ETF收盘价_call_straddle,monthly_RV_call_straddle,option_type_call_straddle,期权收益率_call_straddle,IV_call_straddle,在值程度_call_straddle,Unnamed: 0_put_straddle,行权价_put_straddle,成交量(手)_put_straddle,到期剩余天数_put_straddle,期权代码_put_straddle,收盘价_put_straddle,到期ETF收盘价_put_straddle,现期ETF收盘价_put_straddle,monthly_RV_put_straddle,option_type_put_straddle,期权收益率_put_straddle,IV_put_straddle,在值程度_put_straddle,Return_straddle,Return
535,3960,2019-02-21,2.4,7681.0,34,10001427.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,794,2.55,7269.0,34,10001421.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,795,2.55,72695.0,34,10001594.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
536,3960,2019-02-21,2.4,7681.0,34,10001427.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,795,2.55,66518.0,34,10001585.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,794,2.55,8130.0,34,10001430.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
537,3960,2019-02-21,2.4,7681.0,34,10001427.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,795,2.55,66518.0,34,10001585.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,795,2.55,72695.0,34,10001594.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
538,3961,2019-02-21,2.4,27446.0,34,10001591.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,794,2.55,7269.0,34,10001421.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,794,2.55,8130.0,34,10001430.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
539,3961,2019-02-21,2.4,27446.0,34,10001591.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,794,2.55,7269.0,34,10001421.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,795,2.55,72695.0,34,10001594.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
540,3961,2019-02-21,2.4,27446.0,34,10001591.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,795,2.55,66518.0,34,10001585.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,794,2.55,8130.0,34,10001430.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
541,3961,2019-02-21,2.4,27446.0,34,10001591.SH,0.02,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2558177489798368,0.94,795,2.55,66518.0,34,10001585.SH,0.08,2.7230000000000003,2.5660000000000003,0.1662045971848858,call,1.0257352941176523,0.2209320023007094,1,795,2.55,72695.0,34,10001594.SH,0.06,2.7230000000000003,2.5660000000000003,0.1662045971848858,put,-0.8823529411764706,0.2257394125213623,1,0.2079831932773139,0.3897058823529447
542,3980,2019-02-22,2.45,11391.0,33,10001428.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,796,2.6,13095.0,33,10001422.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,796,2.6,9205.0,33,10001431.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
543,3980,2019-02-22,2.45,11391.0,33,10001428.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,796,2.6,13095.0,33,10001422.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,797,2.6,57698.0,33,10001595.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
544,3980,2019-02-22,2.45,11391.0,33,10001428.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,797,2.6,86212.0,33,10001586.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,796,2.6,9205.0,33,10001431.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
545,3980,2019-02-22,2.45,11391.0,33,10001428.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,797,2.6,86212.0,33,10001586.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,797,2.6,57698.0,33,10001595.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
546,3981,2019-02-22,2.45,48107.0,33,10001592.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,796,2.6,13095.0,33,10001422.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,796,2.6,9205.0,33,10001431.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
547,3981,2019-02-22,2.45,48107.0,33,10001592.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,796,2.6,13095.0,33,10001422.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,797,2.6,57698.0,33,10001595.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
548,3981,2019-02-22,2.45,48107.0,33,10001592.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,797,2.6,86212.0,33,10001586.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,796,2.6,9205.0,33,10001431.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
549,3981,2019-02-22,2.45,48107.0,33,10001592.SH,0.02,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2562166826678516,0.94,797,2.6,86212.0,33,10001586.SH,0.08,2.7230000000000003,2.6180000000000003,0.1750508034425338,call,0.4886363636363661,0.2163979388443232,1,797,2.6,57698.0,33,10001595.SH,0.06,2.7230000000000003,2.6180000000000003,0.1750508034425338,put,-0.9090909090909092,0.2274649661248326,1,-0.11038961038960898,0.02272727272727426
550,4008,2019-02-25,2.65,11627.0,30,10001432.SH,0.05,2.7230000000000003,2.8160000000000003,0.2878516102769519,put,-1.0,0.3717686926484704,0.94,798,2.8,210236.0,30,10001713.SH,0.13,2.7230000000000003,2.8160000000000003,0.2878516102769519,call,-1.0,0.3711835541432798,1,798,2.8,45629.0,30,10001714.SH,0.11,2.7230000000000003,2.8160000000000003,0.2878516102769519,put,-0.3000000000000044,0.3752932327410579,1,-0.6791666666666687,-0.5947368421052657
551,4009,2019-02-25,2.65,129930.0,30,10001596.SH,0.05,2.7230000000000003,2.8160000000000003,0.2878516102769519,put,-1.0,0.3717686926484704,0.94,798,2.8,210236.0,30,10001713.SH,0.13,2.7230000000000003,2.8160000000000003,0.2878516102769519,call,-1.0,0.3711835541432798,1,798,2.8,45629.0,30,10001714.SH,0.11,2.7230000000000003,2.8160000000000003,0.2878516102769519,put,-0.3000000000000044,0.3752932327410579,1,-0.6791666666666687,-0.5947368421052657
552,4133,2019-03-05,2.65,3915.0,50,10001762.SH,0.05,2.958,2.813,0.3146010946948174,put,-0.6,0.2885924194058477,0.94,806,2.85,11924.0,50,10001757.SH,0.13,2.958,2.813,0.3146010946948174,call,-0.1015384615384611,0.3441614443175494,1,806,2.85,7809.0,50,10001766.SH,0.14,2.958,2.813,0.3146010946948174,put,-0.6,0.3008319886721074,1,-0.35999999999999976,-0.3054545454545452
553,4139,2019-03-06,2.65,4976.0,49,10001762.SH,0.06,2.958,2.82,0.3137408861312061,put,-0.6122448979591837,0.3263701820034682,0.94,807,2.85,15457.0,49,10001757.SH,0.13,2.958,2.82,0.3137408861312061,call,-0.103610675039246,0.3393905717258751,1,807,2.85,8197.0,49,10001766.SH,0.15,2.958,2.82,0.3137408861312061,put,-0.6122448979591837,0.3365479084285795,1,-0.3760932944606412,-0.31168831168831146
554,4144,2019-03-07,2.6,6342.0,48,10001761.SH,0.05,2.958,2.773,0.3236940685202243,put,-0.625,0.3075566409379839,0.94,808,2.8,16369.0,48,10001756.SH,0.13,2.958,2.773,0.3236940685202243,call,0.1346153846153863,0.3456960247346461,1,808,2.8,10321.0,48,10001765.SH,0.14,2.958,2.773,0.3236940685202243,put,-0.625,0.3244994315579236,1,-0.25925925925925847,-0.1761363636363627
555,4155,2019-03-12,2.55,11688.0,43,10001760.SH,0.05,2.958,2.701,0.349610581777122,put,-0.6976744186046512,0.311201582352817,0.94,811,2.7,17204.0,43,10001754.SH,0.12,2.958,2.701,0.349610581777122,call,0.8023255813953492,0.3136886445171833,1,811,2.7,20436.0,43,10001763.SH,0.11,2.958,2.701,0.349610581777122,put,-0.6976744186046512,0.3091874530059546,1,0.08493427704752288,0.3023255813953489
556,4159,2019-03-13,2.55,6849.0,42,10001760.SH,0.05,2.958,2.7060000000000004,0.3490174315105847,put,-0.7142857142857143,0.3191488444810211,0.94,812,2.7,26910.0,42,10001754.SH,0.13,2.958,2.7060000000000004,0.3490174315105847,call,0.7032967032967034,0.3377175297881961,1,812,2.7,24357.0,42,10001763.SH,0.1,2.958,2.7060000000000004,0.3490174315105847,put,-0.7142857142857143,0.2915333707132339,1,0.0869565217391304,0.30952380952380953
557,4163,2019-03-14,2.55,6398.0,41,10001760.SH,0.04,2.958,2.71,0.3490725640880193,put,-0.7317073170731707,0.2919892268085479,0.94,813,2.7,28008.0,41,10001754.SH,0.12,2.958,2.71,0.3490725640880193,call,0.8414634146341465,0.3082504386562704,1,813,2.7,27570.0,41,10001763.SH,0.1,2.958,2.71,0.3490725640880193,put,-0.7317073170731707,0.2999180115061104,1,0.12638580931263865,0.3170731707317073
558,4174,2019-03-18,2.65,20490.0,37,10001762.SH,0.04,2.958,2.812,0.3542465845958941,put,-0.8108108108108109,0.2974133659803272,0.94,815,2.85,29999.0,37,10001757.SH,0.1,2.958,2.812,0.3542465845958941,call,0.0648648648648656,0.3202937895300388,1,815,2.85,11410.0,37,10001766.SH,0.12,2.958,2.812,0.3542465845958941,put,-0.8108108108108109,0.2884996150203347,1,-0.4127764127764124,-0.3243243243243239
559,4198,2019-03-22,2.6,18752.0,33,10001761.SH,0.03,2.958,2.777,0.3394572640995304,put,-0.9090909090909092,0.2935106942103505,0.94,819,2.8,70656.0,33,10001756.SH,0.1,2.958,2.777,0.3394572640995304,call,0.5272727272727306,0.3244247469753623,1,819,2.8,56367.0,33,10001765.SH,0.11,2.958,2.777,0.3394572640995304,put,-0.9090909090909092,0.3029397866714,1,-0.2251082251082236,-0.1111111111111094
560,4203,2019-03-25,2.55,30681.0,30,10001760.SH,0.03,2.958,2.702,0.3544002577147029,put,-1.0,0.2894199102755189,0.94,820,2.7,59588.0,30,10001754.SH,0.09,2.958,2.702,0.3544002577147029,call,1.8666666666666667,0.2799953477652073,1,820,2.7,76189.0,30,10001763.SH,0.08,2.958,2.702,0.3544002577147029,put,-1.0,0.270663112803489,1,0.5176470588235296,0.8428571428571432
561,4211,2019-03-27,2.55,37361.0,28,10001760.SH,0.02,2.958,2.7230000000000003,0.2440543549196507,put,-1.0714285714285714,0.2714873850239515,0.94,822,2.75,136862.0,28,10001755.SH,0.07,2.958,2.7230000000000003,0.2440543549196507,call,2.112244897959186,0.2667993032424748,1,822,2.75,80091.0,28,10001764.SH,0.09,2.958,2.7230000000000003,0.2440543549196507,put,-1.0714285714285714,0.259703433434546,1,0.3214285714285727,0.5204081632653074
562,4216,2019-03-28,2.55,52449.0,27,10001760.SH,0.0142,2.958,2.718,0.2193516120002925,put,-1.1111111111111112,0.239990637542963,0.94,823,2.7,154768.0,27,10001754.SH,0.08,2.958,2.718,0.2193516120002925,call,2.4722222222222223,0.2319108743556737,1,823,2.7,171989.0,27,10001763.SH,0.06,2.958,2.718,0.2193516120002925,put,-1.1111111111111112,0.2408838723029494,1,0.9365079365079364,1.1676382264617555
563,4222,2019-03-29,2.65,108251.0,26,10001762.SH,0.02,2.958,2.819,0.2520061063723562,put,-1.1538461538461535,0.2676428277535737,0.94,824,2.8,276304.0,26,10001756.SH,0.09,2.958,2.819,0.2520061063723562,call,0.8717948717948766,0.2597630976541341,1,824,2.8,123752.0,26,10001765.SH,0.07,2.958,2.819,0.2520061063723562,put,-1.1538461538461535,0.2719186840178967,1,-0.014423076923074308,0.14835164835165116
564,4230,2019-04-02,2.7,3789.0,50,10001786.SH,0.04,2.709,2.872,0.2476492922345956,put,-0.6,0.2604024763589502,0.94,825,2.9,14782.0,50,10001781.SH,0.12,2.709,2.872,0.2476492922345956,call,-0.6,0.3038316803275496,1,825,2.9,7786.0,50,10001790.SH,0.13,2.709,2.872,0.2476492922345956,put,0.2815384615384608,0.2829999568013846,1,-0.1416000000000004,-0.054285714285714756
565,4247,2019-04-04,2.75,4440.0,48,10001787.SH,0.05,2.709,2.939,0.2521813581843187,put,-0.1125000000000009,0.3034864801999331,0.94,827,2.95,20126.0,48,10001791.SH,0.13,2.709,2.939,0.2521813581843187,call,-0.625,0.3082006688027679,1,827,2.95,11418.0,48,10001793.SH,0.13,2.709,2.939,0.2521813581843187,put,0.5336538461538466,0.3033777613822221,1,-0.04567307692307669,-0.02976190476190431
566,4275,2019-04-10,2.8,8519.0,42,10001788.SH,0.05,2.709,2.964,0.2007083984666544,put,0.5857142857142821,0.2983907624566554,0.94,830,2.95,18027.0,42,10001791.SH,0.13,2.709,2.964,0.2007083984666544,call,-0.7142857142857143,0.2973070909518301,1,830,2.95,15117.0,42,10001793.SH,0.11,2.709,2.964,0.2007083984666544,put,0.8506493506493513,0.301915183340013,1,0.002976190476190783,-0.15037593984962272
567,4283,2019-04-11,2.75,11168.0,41,10001787.SH,0.05,2.709,2.912,0.2144265237069335,put,-0.1317073170731718,0.3054216632342636,0.94,831,2.9,18691.0,41,10001781.SH,0.13,2.709,2.912,0.2144265237069335,call,-0.7317073170731707,0.3093468655487001,1,831,2.9,23900.0,41,10001790.SH,0.11,2.709,2.912,0.2144265237069335,put,0.5388026607538791,0.3081015165257602,1,-0.14939024390243946,-0.1540436456996152
568,4328,2019-04-18,2.8,20180.0,34,10001788.SH,0.03,2.709,2.987,0.2285892031825805,put,1.7941176470588165,0.2775647907758355,0.94,836,3.0,97594.0,34,10001792.SH,0.1,2.709,2.987,0.2285892031825805,call,-0.8823529411764706,0.2836451171538531,1,836,3.0,55141.0,34,10001794.SH,0.1,2.709,2.987,0.2285892031825805,put,1.6852941176470582,0.2656365960181951,1,0.4014705882352938,0.15570934256055444
569,4339,2019-04-19,2.85,28575.0,33,10001789.SH,0.03,2.709,3.024,0.2275554922266759,put,3.3636363636363646,0.2665497983241975,0.94,837,3.0,185920.0,33,10001792.SH,0.11,2.709,3.024,0.2275554922266759,call,-0.9090909090909092,0.2607720845763982,1,837,3.0,106929.0,33,10001794.SH,0.08,2.709,3.024,0.2275554922266759,put,2.397727272727272,0.2615035524113477,1,0.4832535885167461,-0.05681818181818232
570,4357,2019-04-23,2.8,51227.0,29,10001788.SH,0.03,2.709,2.963,0.2426940824341885,put,2.1034482758620605,0.2788380049562752,0.94,839,3.0,180133.0,29,10001792.SH,0.08,2.709,2.963,0.2426940824341885,call,-1.0344827586206895,0.2834463357629179,1,839,3.0,105816.0,29,10001794.SH,0.1,2.709,2.963,0.2426940824341885,put,1.9758620689655169,0.2487550789424478,1,0.6379310344827582,0.34482758620689785
571,4375,2019-04-25,2.75,65645.0,27,10001787.SH,0.02,2.709,2.9130000000000003,0.2274148161004751,put,1.1666666666666623,0.2484946067750155,0.94,841,2.95,254833.0,27,10001791.SH,0.07,2.709,2.9130000000000003,0.2274148161004751,call,-1.1111111111111112,0.2676034887076915,1,841,2.95,210024.0,27,10001793.SH,0.1,2.709,2.9130000000000003,0.2274148161004751,put,1.566666666666668,0.2613566270354389,1,0.4640522875816999,0.3703703703703715
572,4383,2019-04-26,2.7,68568.0,26,10001786.SH,0.0124,2.709,2.88,0.231750655869011,put,-1.1538461538461535,0.230914285193324,0.94,842,2.9,216740.0,26,10001781.SH,0.07,2.709,2.88,0.231750655869011,call,-1.1538461538461535,0.2517111698220372,1,842,2.9,217135.0,26,10001790.SH,0.08,2.709,2.88,0.231750655869011,put,1.600961538461536,0.2346355801199376,1,0.31538461538461393,0.4477862254025028
573,4474,2019-05-10,2.6,5339.0,47,10001516.SH,0.04,2.9160000000000004,2.777,0.2880829866378041,put,-0.6382978723404256,0.2817411669377684,0.94,848,2.8,113406.0,47,10001715.SH,0.1,2.9160000000000004,2.777,0.2880829866378041,call,0.1021276595744715,0.2689978790703713,1,848,2.8,47778.0,47,10001716.SH,0.11,2.9160000000000004,2.777,0.2880829866378041,put,-0.6382978723404256,0.2572249543347359,1,-0.2857142857142841,-0.20275344180225083
574,4475,2019-05-10,2.6,39796.0,47,10001613.SH,0.04,2.9160000000000004,2.777,0.2880829866378041,put,-0.6382978723404256,0.2817411669377684,0.94,848,2.8,113406.0,47,10001715.SH,0.1,2.9160000000000004,2.777,0.2880829866378041,call,0.1021276595744715,0.2689978790703713,1,848,2.8,47778.0,47,10001716.SH,0.11,2.9160000000000004,2.777,0.2880829866378041,put,-0.6382978723404256,0.2572249543347359,1,-0.2857142857142841,-0.20275344180225083
575,4499,2019-05-13,2.55,1558.0,44,10001515.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,849,2.75,5698.0,44,10001523.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,849,2.75,5253.0,44,10001524.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
576,4499,2019-05-13,2.55,1558.0,44,10001515.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,849,2.75,5698.0,44,10001523.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,850,2.75,36512.0,44,10001708.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
577,4499,2019-05-13,2.55,1558.0,44,10001515.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,850,2.75,48254.0,44,10001707.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,849,2.75,5253.0,44,10001524.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
578,4499,2019-05-13,2.55,1558.0,44,10001515.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,850,2.75,48254.0,44,10001707.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,850,2.75,36512.0,44,10001708.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
579,4500,2019-05-13,2.55,17014.0,44,10001612.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,849,2.75,5698.0,44,10001523.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,849,2.75,5253.0,44,10001524.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
580,4500,2019-05-13,2.55,17014.0,44,10001612.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,849,2.75,5698.0,44,10001523.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,850,2.75,36512.0,44,10001708.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
581,4500,2019-05-13,2.55,17014.0,44,10001612.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,850,2.75,48254.0,44,10001707.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,849,2.75,5253.0,44,10001524.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
582,4500,2019-05-13,2.55,17014.0,44,10001612.SH,0.03,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2589257720229924,0.94,850,2.75,48254.0,44,10001707.SH,0.1,2.9160000000000004,2.725,0.2928824439384241,call,0.4500000000000025,0.2865426166969239,1,850,2.75,36512.0,44,10001708.SH,0.11,2.9160000000000004,2.725,0.2928824439384241,put,-0.6818181818181818,0.2670677028236985,1,-0.14285714285714174,-0.0530303030303017
583,4524,2019-05-14,2.55,1937.0,43,10001515.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,851,2.75,5915.0,43,10001523.SH,0.09,2.9160000000000004,2.708,0.2923463324271584,call,0.5891472868217084,0.2851655712772011,1,851,2.75,5850.0,43,10001524.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.11860465116278941,-0.016415868673049165
584,4524,2019-05-14,2.55,1937.0,43,10001515.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,851,2.75,5915.0,43,10001523.SH,0.09,2.9160000000000004,2.708,0.2923463324271584,call,0.5891472868217084,0.2851655712772011,1,852,2.75,45090.0,43,10001708.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.11860465116278941,-0.016415868673049165
585,4524,2019-05-14,2.55,1937.0,43,10001515.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,852,2.75,54712.0,43,10001707.SH,0.08,2.9160000000000004,2.708,0.2923463324271584,call,0.7500000000000032,0.2580889828333855,1,851,2.75,5850.0,43,10001524.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.08812729498163879,0.02616279069767603
586,4524,2019-05-14,2.55,1937.0,43,10001515.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,852,2.75,54712.0,43,10001707.SH,0.08,2.9160000000000004,2.708,0.2923463324271584,call,0.7500000000000032,0.2580889828333855,1,852,2.75,45090.0,43,10001708.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.08812729498163879,0.02616279069767603
587,4525,2019-05-14,2.55,13613.0,43,10001612.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,851,2.75,5915.0,43,10001523.SH,0.09,2.9160000000000004,2.708,0.2923463324271584,call,0.5891472868217084,0.2851655712772011,1,851,2.75,5850.0,43,10001524.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.11860465116278941,-0.016415868673049165
588,4525,2019-05-14,2.55,13613.0,43,10001612.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,851,2.75,5915.0,43,10001523.SH,0.09,2.9160000000000004,2.708,0.2923463324271584,call,0.5891472868217084,0.2851655712772011,1,852,2.75,45090.0,43,10001708.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.11860465116278941,-0.016415868673049165
589,4525,2019-05-14,2.55,13613.0,43,10001612.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,852,2.75,54712.0,43,10001707.SH,0.08,2.9160000000000004,2.708,0.2923463324271584,call,0.7500000000000032,0.2580889828333855,1,851,2.75,5850.0,43,10001524.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.08812729498163879,0.02616279069767603
590,4525,2019-05-14,2.55,13613.0,43,10001612.SH,0.03,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2484213527032137,0.94,852,2.75,54712.0,43,10001707.SH,0.08,2.9160000000000004,2.708,0.2923463324271584,call,0.7500000000000032,0.2580889828333855,1,852,2.75,45090.0,43,10001708.SH,0.11,2.9160000000000004,2.708,0.2923463324271584,put,-0.6976744186046512,0.2458255121165216,1,-0.08812729498163879,0.02616279069767603
591,4551,2019-05-15,2.6,2618.0,42,10001516.SH,0.03,2.9160000000000004,2.765,0.3028107348279562,put,-0.7142857142857143,0.2521417535606026,0.94,853,2.8,75625.0,42,10001715.SH,0.08,2.9160000000000004,2.765,0.3028107348279562,call,0.3214285714285763,0.2477392970940768,1,853,2.8,32488.0,42,10001716.SH,0.1,2.9160000000000004,2.765,0.3028107348279562,put,-0.7142857142857143,0.2274547737356722,1,-0.2539682539682518,-0.1619047619047593
