,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_atm,行权价_atm,成交量(手)_atm,到期剩余天数_atm,期权代码_atm,收盘价_atm,到期ETF收盘价_atm,现期ETF收盘价_atm,monthly_RV_atm,option_type_atm,期权收益率_atm,IV_atm,在值程度_atm,Unnamed: 0_itm,行权价_itm,成交量(手)_itm,到期剩余天数_itm,期权代码_itm,收盘价_itm,到期ETF收盘价_itm,现期ETF收盘价_itm,monthly_RV_itm,option_type_itm,期权收益率_itm,IV_itm,在值程度_itm,Return
248,3272,2018-11-06,2.65,4546.0,50,10001316.SH,0.08,2.275,2.546,0.3824206237441235,call,-0.6,0.3184809151656329,1.04,702,2.55,7056.0,50,10001314.SH,0.12,2.275,2.546,0.3824206237441235,call,-0.6,0.3142063404005317,1,3409,2.45,1180.0,50,10001331.SH,0.18,2.275,2.546,0.3824206237441235,call,-0.6,0.3291530022673309,0.96,-0.01200000000000001
249,3305,2018-11-12,2.6,5973.0,44,10001315.SH,0.07,2.275,2.49,0.3223666060001249,call,-0.6818181818181818,0.3243380818651914,1.04,706,2.5,7168.0,44,10001313.SH,0.11,2.275,2.49,0.3223666060001249,call,-0.6818181818181818,0.3233032265400291,1,3436,2.4,869.0,44,10001359.SH,0.17,2.275,2.49,0.3223666060001249,call,-0.6818181818181818,0.3410723159373402,0.96,-0.013636363636363648
250,3314,2018-11-13,2.6,10663.0,43,10001315.SH,0.07,2.275,2.509,0.3144205543369607,call,-0.6976744186046512,0.305796933890134,1.04,707,2.5,11757.0,43,10001313.SH,0.12,2.275,2.509,0.3144205543369607,call,-0.6976744186046512,0.3269818445623219,1,3442,2.4,1433.0,43,10001359.SH,0.18,2.275,2.509,0.3144205543369607,call,-0.6976744186046512,0.3368054003652631,0.96,-0.006976744186046518
251,3332,2018-11-15,2.6,11469.0,41,10001315.SH,0.07,2.275,2.505,0.3175206170720893,call,-0.7317073170731707,0.3184112969753444,1.04,709,2.5,19033.0,41,10001313.SH,0.11,2.275,2.505,0.3175206170720893,call,-0.7317073170731707,0.3118363118976652,1,3454,2.4,2488.0,41,10001359.SH,0.17,2.275,2.505,0.3175206170720893,call,-0.7317073170731707,0.3213228036029339,0.96,-0.014634146341463428
252,3341,2018-11-16,2.6,20765.0,40,10001315.SH,0.06,2.275,2.507,0.3172995564831455,call,-0.75,0.288611612091869,1.04,710,2.5,29068.0,40,10001313.SH,0.11,2.275,2.507,0.3172995564831455,call,-0.75,0.312671312948823,1,3460,2.4,2428.0,40,10001359.SH,0.16,2.275,2.507,0.3172995564831455,call,-0.75,0.2866049035195707,0.96,0.0
253,3350,2018-11-19,2.65,11283.0,37,10001316.SH,0.05,2.275,2.54,0.3078537399147531,call,-0.8108108108108109,0.2820493824017941,1.04,711,2.55,15420.0,37,10001314.SH,0.09,2.275,2.54,0.3078537399147531,call,-0.8108108108108109,0.2850401631672977,1,3466,2.45,5758.0,37,10001331.SH,0.15,2.275,2.54,0.3078537399147531,call,-0.8108108108108109,0.2987513107726275,0.96,-0.01621621621621623
254,3358,2018-11-20,2.6,27655.0,36,10001315.SH,0.05,2.275,2.498,0.298466524949052,call,-0.8333333333333334,0.2822609787849485,1.04,712,2.5,31265.0,36,10001313.SH,0.09,2.275,2.498,0.298466524949052,call,-0.8333333333333334,0.2819274313595592,1,3473,2.4,2562.0,36,10001359.SH,0.15,2.275,2.498,0.298466524949052,call,-0.8333333333333334,0.2900334205774366,0.96,-0.016666666666666684
255,3367,2018-11-21,2.6,17877.0,35,10001315.SH,0.05,2.275,2.497,0.2580653886011702,call,-0.8571428571428571,0.2876711704768239,1.04,713,2.5,28821.0,35,10001313.SH,0.09,2.275,2.497,0.2580653886011702,call,-0.8571428571428571,0.2878757931200265,1,3479,2.4,4050.0,35,10001359.SH,0.15,2.275,2.497,0.2580653886011702,call,-0.8571428571428571,0.2970696857703923,0.96,-0.017142857142857158
256,3385,2018-11-23,2.55,40143.0,33,10001314.SH,0.04,2.275,2.442,0.2365582020572692,call,-0.9090909090909092,0.2716816960687637,1.04,715,2.45,28555.0,33,10001331.SH,0.08,2.275,2.442,0.2365582020572692,call,-0.9090909090909092,0.2779167560272516,1,3491,2.35,3381.0,33,10001369.SH,0.14,2.275,2.442,0.2365582020572692,call,-0.9090909090909092,0.2880560374757051,0.96,-0.0181818181818182
257,3395,2018-11-26,2.55,42848.0,30,10001314.SH,0.04,2.275,2.45,0.2367547827751545,call,-1.0,0.2752071302305759,1.04,716,2.45,47357.0,30,10001331.SH,0.08,2.275,2.45,0.2367547827751545,call,-1.0,0.2774572640504241,1,3496,2.35,9185.0,30,10001369.SH,0.14,2.275,2.45,0.2367547827751545,call,-1.0,0.2798835295075178,0.96,-0.020000000000000018
258,3424,2018-11-29,2.55,78487.0,27,10001314.SH,0.03,2.275,2.4530000000000003,0.2049481169611909,call,-1.1111111111111112,0.2444643215243816,1.04,719,2.45,86021.0,27,10001331.SH,0.07,2.275,2.4530000000000003,0.2049481169611909,call,-1.1111111111111112,0.2496837188437283,1,3512,2.35,12659.0,27,10001369.SH,0.14,2.275,2.4530000000000003,0.2049481169611909,call,-1.1111111111111112,0.2866515143284797,0.96,-0.03333333333333333
259,3444,2018-12-04,2.6,3332.0,50,10001533.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,721,2.5,1393.0,50,10001531.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3529,2.4,904.0,50,10001529.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
260,3444,2018-12-04,2.6,3332.0,50,10001533.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,721,2.5,1393.0,50,10001531.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3530,2.4,508.0,50,10001564.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
261,3444,2018-12-04,2.6,3332.0,50,10001533.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,722,2.5,6919.0,50,10001566.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3529,2.4,904.0,50,10001529.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
262,3444,2018-12-04,2.6,3332.0,50,10001533.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,722,2.5,6919.0,50,10001566.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3530,2.4,508.0,50,10001564.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
263,3445,2018-12-04,2.6,1883.0,50,10001568.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,721,2.5,1393.0,50,10001531.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3529,2.4,904.0,50,10001529.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
264,3445,2018-12-04,2.6,1883.0,50,10001568.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,721,2.5,1393.0,50,10001531.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3530,2.4,508.0,50,10001564.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
265,3445,2018-12-04,2.6,1883.0,50,10001568.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,722,2.5,6919.0,50,10001566.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3529,2.4,904.0,50,10001529.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
266,3445,2018-12-04,2.6,1883.0,50,10001568.SH,0.04,2.392,2.49,0.1814517041206458,call,-0.6,0.2157470564488172,1.04,722,2.5,6919.0,50,10001566.SH,0.08,2.392,2.49,0.1814517041206458,call,-0.6,0.2204014020182191,1,3530,2.4,508.0,50,10001564.SH,0.14,2.392,2.49,0.1814517041206458,call,-0.6,0.2280068912841677,0.96,-0.01200000000000001
267,3470,2018-12-10,2.5,1670.0,44,10001531.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,729,2.45,2713.0,44,10001530.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3565,2.3,175.0,44,10001527.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
268,3470,2018-12-10,2.5,1670.0,44,10001531.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,729,2.45,2713.0,44,10001530.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3566,2.3,2214.0,44,10001562.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
269,3470,2018-12-10,2.5,1670.0,44,10001531.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,730,2.45,11451.0,44,10001565.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3565,2.3,175.0,44,10001527.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
270,3470,2018-12-10,2.5,1670.0,44,10001531.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,730,2.45,11451.0,44,10001565.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3566,2.3,2214.0,44,10001562.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
271,3471,2018-12-10,2.5,10972.0,44,10001566.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,729,2.45,2713.0,44,10001530.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3565,2.3,175.0,44,10001527.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
272,3471,2018-12-10,2.5,10972.0,44,10001566.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,729,2.45,2713.0,44,10001530.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3566,2.3,2214.0,44,10001562.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
273,3471,2018-12-10,2.5,10972.0,44,10001566.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,730,2.45,11451.0,44,10001565.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3565,2.3,175.0,44,10001527.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
274,3471,2018-12-10,2.5,10972.0,44,10001566.SH,0.04,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2209596588420569,1.04,730,2.45,11451.0,44,10001565.SH,0.06,2.392,2.408,0.1854800529374921,call,-0.6818181818181818,0.2271765989975929,1,3566,2.3,2214.0,44,10001562.SH,0.15,2.392,2.408,0.1854800529374921,call,-0.2636363636363631,0.2462622351304293,0.96,0.01500000000000005
275,3496,2018-12-13,2.55,1786.0,41,10001532.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,735,2.45,2494.0,41,10001530.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3596,2.35,527.0,41,10001528.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
276,3496,2018-12-13,2.55,1786.0,41,10001532.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,735,2.45,2494.0,41,10001530.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3597,2.35,2951.0,41,10001563.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
277,3496,2018-12-13,2.55,1786.0,41,10001532.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,736,2.45,19022.0,41,10001565.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3596,2.35,527.0,41,10001528.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
278,3496,2018-12-13,2.55,1786.0,41,10001532.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,736,2.45,19022.0,41,10001565.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3597,2.35,2951.0,41,10001563.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
279,3497,2018-12-13,2.55,11855.0,41,10001567.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,735,2.45,2494.0,41,10001530.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3596,2.35,527.0,41,10001528.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
280,3497,2018-12-13,2.55,11855.0,41,10001567.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,735,2.45,2494.0,41,10001530.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3597,2.35,2951.0,41,10001563.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
281,3497,2018-12-13,2.55,11855.0,41,10001567.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,736,2.45,19022.0,41,10001565.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3596,2.35,527.0,41,10001528.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
282,3497,2018-12-13,2.55,11855.0,41,10001567.SH,0.03,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1961892325561642,1.04,736,2.45,19022.0,41,10001565.SH,0.07,2.392,2.4530000000000003,0.1741935421409255,call,-0.7317073170731707,0.1992601815288067,1,3597,2.35,2951.0,41,10001563.SH,0.14,2.392,2.4530000000000003,0.1741935421409255,call,-0.5121951219512204,0.2271732611391544,0.96,0.008780487804877914
283,3552,2018-12-21,2.4,6325.0,33,10001529.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,747,2.3,7815.0,33,10001527.SH,0.07,2.392,2.302,0.1683279798126261,call,0.2857142857142867,0.2413921804594397,1,3644,2.21,2657.0,33,10001525.SH,0.13,2.392,2.302,0.1683279798126261,call,0.3636363636363631,0.2648010585255027,0.96,-0.029090909090909292
284,3552,2018-12-21,2.4,6325.0,33,10001529.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,747,2.3,7815.0,33,10001527.SH,0.07,2.392,2.302,0.1683279798126261,call,0.2857142857142867,0.2413921804594397,1,3647,2.2,6380.0,33,10001625.SH,0.14,2.392,2.302,0.1683279798126261,call,0.3376623376623358,0.2780066993912459,0.96,-0.029090909090909493
285,3552,2018-12-21,2.4,6325.0,33,10001529.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,748,2.3,41894.0,33,10001562.SH,0.08,2.392,2.302,0.1683279798126261,call,0.1363636363636373,0.2777135042901934,1,3644,2.21,2657.0,33,10001525.SH,0.13,2.392,2.302,0.1683279798126261,call,0.3636363636363631,0.2648010585255027,0.96,-0.01090909090909112
286,3552,2018-12-21,2.4,6325.0,33,10001529.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,748,2.3,41894.0,33,10001562.SH,0.08,2.392,2.302,0.1683279798126261,call,0.1363636363636373,0.2777135042901934,1,3647,2.2,6380.0,33,10001625.SH,0.14,2.392,2.302,0.1683279798126261,call,0.3376623376623358,0.2780066993912459,0.96,-0.010909090909091323
287,3553,2018-12-21,2.4,63205.0,33,10001564.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,747,2.3,7815.0,33,10001527.SH,0.07,2.392,2.302,0.1683279798126261,call,0.2857142857142867,0.2413921804594397,1,3644,2.21,2657.0,33,10001525.SH,0.13,2.392,2.302,0.1683279798126261,call,0.3636363636363631,0.2648010585255027,0.96,-0.029090909090909292
288,3553,2018-12-21,2.4,63205.0,33,10001564.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,747,2.3,7815.0,33,10001527.SH,0.07,2.392,2.302,0.1683279798126261,call,0.2857142857142867,0.2413921804594397,1,3647,2.2,6380.0,33,10001625.SH,0.14,2.392,2.302,0.1683279798126261,call,0.3376623376623358,0.2780066993912459,0.96,-0.029090909090909493
289,3553,2018-12-21,2.4,63205.0,33,10001564.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,748,2.3,41894.0,33,10001562.SH,0.08,2.392,2.302,0.1683279798126261,call,0.1363636363636373,0.2777135042901934,1,3644,2.21,2657.0,33,10001525.SH,0.13,2.392,2.302,0.1683279798126261,call,0.3636363636363631,0.2648010585255027,0.96,-0.01090909090909112
290,3553,2018-12-21,2.4,63205.0,33,10001564.SH,0.04,2.392,2.302,0.1683279798126261,call,-0.9090909090909092,0.2763381277996898,1.04,748,2.3,41894.0,33,10001562.SH,0.08,2.392,2.302,0.1683279798126261,call,0.1363636363636373,0.2777135042901934,1,3647,2.2,6380.0,33,10001625.SH,0.14,2.392,2.302,0.1683279798126261,call,0.3376623376623358,0.2780066993912459,0.96,-0.010909090909091323
291,3566,2018-12-24,2.4,6162.0,30,10001529.SH,0.03,2.392,2.3040000000000003,0.1684492292544815,call,-1.0,0.245187087085545,1.04,749,2.3,6457.0,30,10001527.SH,0.07,2.392,2.3040000000000003,0.1684492292544815,call,0.3142857142857154,0.2499535489357114,1,3649,2.21,1843.0,30,10001525.SH,0.13,2.392,2.3040000000000003,0.1684492292544815,call,0.3999999999999994,0.2725283200198413,0.96,-0.022000000000000214
292,3566,2018-12-24,2.4,6162.0,30,10001529.SH,0.03,2.392,2.3040000000000003,0.1684492292544815,call,-1.0,0.245187087085545,1.04,750,2.3,52760.0,30,10001562.SH,0.07,2.392,2.3040000000000003,0.1684492292544815,call,0.3142857142857154,0.2499535489357114,1,3649,2.21,1843.0,30,10001525.SH,0.13,2.392,2.3040000000000003,0.1684492292544815,call,0.3999999999999994,0.2725283200198413,0.96,-0.022000000000000214
293,3567,2018-12-24,2.4,53323.0,30,10001564.SH,0.03,2.392,2.3040000000000003,0.1684492292544815,call,-1.0,0.245187087085545,1.04,749,2.3,6457.0,30,10001527.SH,0.07,2.392,2.3040000000000003,0.1684492292544815,call,0.3142857142857154,0.2499535489357114,1,3649,2.21,1843.0,30,10001525.SH,0.13,2.392,2.3040000000000003,0.1684492292544815,call,0.3999999999999994,0.2725283200198413,0.96,-0.022000000000000214
294,3567,2018-12-24,2.4,53323.0,30,10001564.SH,0.03,2.392,2.3040000000000003,0.1684492292544815,call,-1.0,0.245187087085545,1.04,750,2.3,52760.0,30,10001562.SH,0.07,2.392,2.3040000000000003,0.1684492292544815,call,0.3142857142857154,0.2499535489357114,1,3649,2.21,1843.0,30,10001525.SH,0.13,2.392,2.3040000000000003,0.1684492292544815,call,0.3999999999999994,0.2725283200198413,0.96,-0.022000000000000214
295,3635,2019-01-08,2.4,3665.0,50,10001653.SH,0.03,2.736,2.3,0.151638785985776,call,6.120000000000005,0.1911508544524907,1.04,759,2.3,7515.0,50,10001651.SH,0.07,2.736,2.3,0.151638785985776,call,3.13714285714286,0.1955826959941983,1,3681,2.2,1914.0,50,10001649.SH,0.14,2.736,2.3,0.151638785985776,call,1.6971428571428568,0.2251548104577064,0.96,-0.018000000000000266
296,3646,2019-01-11,2.45,10491.0,47,10001654.SH,0.02,2.736,2.347,0.1515928726202164,call,8.48936170212766,0.1608810083661079,1.04,762,2.35,17853.0,47,10001652.SH,0.06,2.736,2.347,0.1515928726202164,call,3.46808510638298,0.1727596120840906,1,3699,2.25,6618.0,47,10001650.SH,0.13,2.736,2.347,0.1515928726202164,call,1.7479541734860893,0.1994758906303942,0.96,-0.019148936170212766
297,3673,2019-01-22,2.5,49052.0,36,10001655.SH,0.02,2.736,2.396,0.1661648036301174,call,9.000000000000009,0.1826602366541921,1.04,769,2.4,92209.0,36,10001653.SH,0.05,2.736,2.396,0.1661648036301174,call,4.766666666666672,0.1641771435741186,1,3744,2.3,18463.0,36,10001651.SH,0.12,2.736,2.396,0.1661648036301174,call,2.1944444444444478,0.188049745544672,0.96,-0.03333333333333332
298,3681,2019-01-24,2.5,52241.0,34,10001655.SH,0.0123,2.736,2.403,0.1502885419437864,call,16.04734576757534,0.1463892191184759,1.04,771,2.4,195176.0,34,10001653.SH,0.05,2.736,2.403,0.1502885419437864,call,5.047058823529417,0.156828609803319,1,3758,2.3,37921.0,34,10001651.SH,0.12,2.736,2.403,0.1502885419437864,call,2.3235294117647087,0.1673864944627285,0.96,-0.028499999999999994
299,3692,2019-01-29,2.55,52022.0,29,10001673.SH,0.0126,2.736,2.448,0.1489299125938872,call,14.236453201970477,0.1627763159130216,1.04,774,2.45,174800.0,29,10001654.SH,0.05,2.736,2.448,0.1489299125938872,call,4.882758620689656,0.1771745855197607,1,3782,2.35,58629.0,29,10001652.SH,0.11,2.736,2.448,0.1489299125938872,call,2.595611285266459,0.14626941384238,0.96,-0.023379310344827122
300,3704,2019-02-01,2.6,62685.0,26,10001675.SH,0.0119,2.736,2.492,0.1440314571144927,call,12.032967032967042,0.1715792022891641,1.04,777,2.5,166873.0,26,10001655.SH,0.04,2.736,2.492,0.1440314571144927,call,5.653846153846159,0.1578582795269787,1,3807,2.4,67836.0,26,10001653.SH,0.11,2.736,2.492,0.1440314571144927,call,2.370629370629373,0.1819697171897292,0.96,-0.04834615384615385
301,3741,2019-02-15,2.6,3658.0,40,10001422.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,786,2.5,3814.0,40,10001420.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3884,2.4,1053.0,40,10001418.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
302,3741,2019-02-15,2.6,3658.0,40,10001422.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,786,2.5,3814.0,40,10001420.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3885,2.4,6427.0,40,10001582.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
303,3741,2019-02-15,2.6,3658.0,40,10001422.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,787,2.5,23760.0,40,10001584.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3884,2.4,1053.0,40,10001418.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
304,3741,2019-02-15,2.6,3658.0,40,10001422.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,787,2.5,23760.0,40,10001584.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3885,2.4,6427.0,40,10001582.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
305,3742,2019-02-15,2.6,30675.0,40,10001586.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,786,2.5,3814.0,40,10001420.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3884,2.4,1053.0,40,10001418.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
306,3742,2019-02-15,2.6,30675.0,40,10001586.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,786,2.5,3814.0,40,10001420.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3885,2.4,6427.0,40,10001582.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
307,3742,2019-02-15,2.6,30675.0,40,10001586.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,787,2.5,23760.0,40,10001584.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3884,2.4,1053.0,40,10001418.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
308,3742,2019-02-15,2.6,30675.0,40,10001586.SH,0.04,2.7230000000000003,2.511,0.1643246205410199,call,1.556250000000004,0.2196899017292857,1.04,787,2.5,23760.0,40,10001584.SH,0.08,2.7230000000000003,2.511,0.1643246205410199,call,1.3406250000000028,0.2148944720362424,1,3885,2.4,6427.0,40,10001582.SH,0.14,2.7230000000000003,2.511,0.1643246205410199,call,0.9803571428571448,0.2022451806466579,0.96,-0.015000000000000013
309,3835,2019-03-12,2.8,18557.0,43,10001756.SH,0.08,2.958,2.701,0.349610581777122,call,0.6802325581395381,0.3198003825272917,1.04,811,2.7,17204.0,43,10001754.SH,0.12,2.958,2.701,0.349610581777122,call,0.8023255813953492,0.3136886445171833,1,4156,2.6,5720.0,43,10001752.SH,0.18,2.958,2.701,0.349610581777122,call,0.6899224806201556,0.3262980604193508,0.96,-0.013953488372092726
