,Unnamed: 0_call,交易日期_x,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return,交易日期_y,CV_22,intensity_22,size_22,sizevol_22
246,6192,2020-11-13,3.6,55282.0,40,10002659.SH,0.02,3.491,3.388,0.0,call,-1.0,0.1864836938908696,1.06,7488,3.2,45511.0,40,10002572.SH,0.02,3.491,3.388,0.0,put,-1.0,0.1935603710127771,0.94,-1.0,2020-12-17,0.0004012554536521,1,0.0626042883554204,0.7799665276541533
247,6224,2020-11-24,3.7,65520.0,29,10002687.SH,0.02,3.491,3.4930000000000003,0.0,call,-1.0,0.2108951215807795,1.06,7583,3.3,31951.0,29,10002580.SH,0.0135,3.491,3.4930000000000003,0.0,put,-1.0,0.1943761197732985,0.94,-1.0,2020-12-17,0.0004012554536521,1,0.0626042883554204,0.7799665276541533
248,6232,2020-11-26,3.7,90669.0,27,10002687.SH,0.02,3.491,3.497,0.0,call,-1.0,0.2159748056826294,1.06,7611,3.3,77021.0,27,10002580.SH,0.01,3.491,3.497,0.0,put,-1.0,0.1858180295508504,0.94,-1.0,2020-12-17,0.0004012554536521,1,0.0626042883554204,0.7799665276541533
249,6243,2020-12-08,3.7,18570.0,50,10002973.SH,0.04,3.806,3.499,0.0,call,0.0196823862743609,0.2066853370321542,1.06,7635,3.3,10993.0,50,10002978.SH,0.02,3.806,3.499,0.0,put,-1.0,0.1749902551948428,0.94,0.406995695996013,2021-01-19,0.0006946780423329,1,0.166141764399336,6.431680590009971
250,6257,2020-12-10,3.65,10688.0,48,10002919.SH,0.03,3.806,3.4560000000000004,0.0,call,0.0349437264916547,0.1844849127323627,1.06,7648,3.25,3868.0,48,10002924.SH,0.02,3.806,3.4560000000000004,0.0,put,-1.0,0.1846241491129397,0.94,1.0363227874730525,2021-01-19,0.0006946780423329,1,0.166141764399336,6.431680590009971
251,6315,2020-12-18,3.7,90403.0,40,10002973.SH,0.03,3.806,3.505,0.0,call,0.0320592134746293,0.2009585554278493,1.06,7711,3.3,25769.0,40,10002978.SH,0.0136,3.806,3.505,0.0,put,-1.0,0.1736670923470555,0.94,0.9469936361002208,2021-01-19,0.0006946780423329,1,0.166141764399336,6.431680590009971
252,6389,2020-12-31,3.84,45386.0,27,10002921.SH,0.02,3.806,3.634,0.0,call,-1.0,0.2098131190051734,1.06,7806,3.4,130439.0,27,10002979.SH,0.0082,3.806,3.634,0.0,put,-1.0,0.1918839912166595,0.94,-1.0,2021-01-19,0.0006946780423329,1,0.166141764399336,6.431680590009971
253,6490,2021-02-03,4.0,15356.0,49,10003025.SH,0.04,3.454,3.764,0.0,call,-1.0,0.2121447323336899,1.06,7967,3.55,4726.0,49,10002741.SH,0.04,3.454,3.764,0.0,put,0.0180272733969457,0.2259762812612652,0.94,0.1180939922008423,2021-03-29,0.0009089861802238,0,0.0,0.0
254,6496,2021-02-04,4.0,22071.0,48,10003025.SH,0.05,3.454,3.787,0.0,call,-1.0,0.2236609101903289,1.06,7985,3.55,2495.0,48,10002741.SH,0.04,3.454,3.787,0.0,put,0.0184062771998074,0.2404493546597957,0.94,0.0411611447785142,2021-03-29,0.0009089861802238,0,0.0,0.0
255,6507,2021-02-08,4.1,17052.0,44,10003089.SH,0.04,3.454,3.875,0.0,call,-1.0,0.2123994824580848,1.06,8025,3.65,2388.0,44,10002742.SH,0.04,3.454,3.875,0.0,put,0.0367791971470208,0.2376066317578852,0.94,0.8422158394515353,2021-03-29,0.0009089861802238,0,0.0,0.0
256,6526,2021-02-22,4.1,105426.0,30,10003089.SH,0.03,3.454,3.873,0.0,call,-1.0,0.2310995959412753,1.06,8132,3.65,9923.0,30,10002742.SH,0.03,3.454,3.873,0.0,put,0.0645624921367364,0.2520453132935762,0.94,2.266666666666662,2021-03-29,0.0009089861802238,0,0.0,0.0
257,6531,2021-02-23,4.1,82094.0,29,10003089.SH,0.03,3.454,3.886,0.0,call,-1.0,0.2264590786425471,1.06,8153,3.65,10643.0,29,10002742.SH,0.02,3.454,3.886,0.0,put,0.0818827829686525,0.2279683270982801,0.94,3.109076315739469,2021-03-29,0.0009089861802238,0,0.0,0.0
258,6537,2021-02-24,4.0,212875.0,28,10003025.SH,0.03,3.454,3.788,0.0,call,-1.0,0.2352670314109623,1.06,8173,3.55,14875.0,28,10002741.SH,0.02,3.454,3.788,0.0,put,0.057620948041021,0.2392904621308744,0.94,1.011578711087752,2021-03-29,0.0009089861802238,0,0.0,0.0
259,6557,2021-03-09,3.7,35239.0,50,10003266.SH,0.06,3.467,3.505,0.0,call,-1.0,0.2484762485536039,1.06,8224,3.3,35916.0,50,10003300.SH,0.05,3.467,3.505,0.0,put,-1.0,0.2600809094611705,0.94,-1.0,2021-04-29,0.0003828017854256,0,0.0,0.0
260,6607,2021-03-19,3.7,83461.0,40,10003266.SH,0.03,3.467,3.4960000000000004,0.0,call,-1.0,0.2068038012044131,1.06,8261,3.3,64084.0,40,10003300.SH,0.04,3.467,3.4960000000000004,0.0,put,-1.0,0.2550902746540905,0.94,-1.0,2021-04-29,0.0003828017854256,0,0.0,0.0
261,6621,2021-03-23,3.7,100701.0,36,10003266.SH,0.02,3.467,3.504,0.0,call,-1.0,0.1814019236274957,1.06,8269,3.3,65433.0,36,10003300.SH,0.03,3.467,3.504,0.0,put,-1.0,0.2420644609117209,0.94,-1.0,2021-04-29,0.0003828017854256,0,0.0,0.0
262,6780,2021-05-06,3.65,3372.0,48,10002866.SH,0.03,3.469,3.444,0.0,call,-1.0,0.1917141478662938,1.06,8393,3.25,3308.0,48,10002871.SH,0.03,3.469,3.444,0.0,put,-1.0,0.2085691110860705,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
263,6799,2021-05-07,3.6,23010.0,47,10003008.SH,0.02,3.469,3.399,0.0,call,-1.0,0.1649655934209823,1.06,8408,3.2,25592.0,47,10003013.SH,0.02,3.469,3.399,0.0,put,-1.0,0.1854216588612794,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
264,6814,2021-05-10,3.6,24744.0,44,10003008.SH,0.02,3.469,3.399,0.0,call,-1.0,0.1708649005833268,1.06,8418,3.2,20844.0,44,10003013.SH,0.02,3.469,3.399,0.0,put,-1.0,0.1912638648024797,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
265,6838,2021-05-12,3.65,2764.0,42,10002866.SH,0.02,3.469,3.442,0.0,call,-1.0,0.1767383393427729,1.06,8435,3.25,2421.0,42,10002871.SH,0.02,3.469,3.442,0.0,put,-1.0,0.1886906143648624,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
266,6857,2021-05-13,3.6,34471.0,41,10003008.SH,0.02,3.469,3.407,0.0,call,-1.0,0.1724980670335889,1.06,8450,3.2,21319.0,41,10003013.SH,0.02,3.469,3.407,0.0,put,-1.0,0.2023739266149998,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
267,6871,2021-05-14,3.7,46923.0,40,10003009.SH,0.03,3.469,3.498,0.0,call,-1.0,0.2055078180610537,1.06,8462,3.3,43640.0,40,10003014.SH,0.02,3.469,3.498,0.0,put,-1.0,0.1937637419590651,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
268,6892,2021-05-18,3.75,1954.0,36,10002867.SH,0.02,3.469,3.528,0.0,call,-1.0,0.1949471319847405,1.06,8487,3.3,14796.0,36,10003014.SH,0.02,3.469,3.528,0.0,put,-1.0,0.2214868616614937,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
269,6908,2021-05-19,3.7,27053.0,35,10003009.SH,0.02,3.469,3.504,0.0,call,-1.0,0.1841132183533907,1.06,8500,3.3,19645.0,35,10003014.SH,0.02,3.469,3.504,0.0,put,-1.0,0.2101014861324132,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
270,6933,2021-05-21,3.7,52294.0,33,10003009.SH,0.0146,3.469,3.475,0.0,call,-1.0,0.1877856971003413,1.06,8518,3.25,4660.0,33,10002871.SH,0.0119,3.469,3.475,0.0,put,-1.0,0.1966595129683017,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
271,6955,2021-05-25,3.84,21274.0,29,10002911.SH,0.02,3.469,3.635,0.0,call,-1.0,0.2014758638812006,1.06,8550,3.4,192361.0,29,10003015.SH,0.0113,3.469,3.635,0.0,put,-1.0,0.2031572504649758,0.94,-1.0,2021-06-03,0.0005134579110827,0,0.0,0.0
272,7004,2021-06-10,3.8,28919.0,48,10003421.SH,0.04,3.1830000000000003,3.6010000000000004,0.0,call,-1.0,0.2040990629861653,1.06,8610,3.4,19544.0,48,10003426.SH,0.03,3.1830000000000003,3.6010000000000004,0.0,put,0.0420843770211805,0.2036921422797441,0.94,1.028154608349812,2021-07-06,0.0004337252582316,0,0.0,0.0
273,7073,2021-06-29,3.7,116725.0,29,10003420.SH,0.02,3.1830000000000003,3.497,0.0,call,-1.0,0.2080935854678154,1.06,8662,3.3,41900.0,29,10003425.SH,0.0079,3.1830000000000003,3.497,0.0,put,0.0973978260786887,0.1679600100679993,0.94,3.4060557857961333,2021-07-06,0.0004337252582316,0,0.0,0.0
274,7107,2021-07-08,3.6,21374.0,48,10003466.SH,0.02,3.197,3.395,0.0,call,-1.0,0.1653744810796976,1.06,8690,3.2,13156.0,48,10003471.SH,0.02,3.197,3.395,0.0,put,-0.0387524750773086,0.181449786133319,0.94,-0.8018868562482393,2021-08-05,0.0006315043538994,0,0.0,0.0
275,7117,2021-07-12,3.6,27053.0,44,10003466.SH,0.03,3.197,3.41,0.0,call,-1.0,0.1934999319331944,1.06,8698,3.2,15023.0,44,10003471.SH,0.02,3.197,3.41,0.0,put,-0.0422000691715779,0.1973878217586576,0.94,-0.8531339863491195,2021-08-05,0.0006315043538994,0,0.0,0.0
276,7136,2021-07-16,3.6,37534.0,40,10003466.SH,0.02,3.197,3.403,0.0,call,-1.0,0.1772480780100226,1.06,8715,3.2,24052.0,40,10003471.SH,0.0141,3.197,3.403,0.0,put,-0.037950200205266,0.1797557633711695,0.94,-0.8384618306817395,2021-08-05,0.0006315043538994,0,0.0,0.0
277,7146,2021-07-20,3.6,23218.0,36,10003466.SH,0.02,3.197,3.408,0.0,call,-1.0,0.1841173906764387,1.06,8723,3.2,17318.0,36,10003471.SH,0.0131,3.197,3.408,0.0,put,-0.0401175431716329,0.1874497058857381,0.94,-0.8647685460351304,2021-08-05,0.0006315043538994,0,0.0,0.0
278,7161,2021-07-23,3.6,59330.0,33,10003466.SH,0.0133,3.197,3.388,0.0,call,-1.0,0.1795683664616942,1.06,8735,3.2,22250.0,33,10003471.SH,0.0118,3.197,3.388,0.0,put,-0.0406502937915466,0.1773346239109635,0.94,-0.8550173814595234,2021-08-05,0.0006315043538994,0,0.0,0.0
279,7268,2021-08-11,3.5,37462.0,42,10003206.SH,0.0146,3.158,3.295,0.0,call,-1.0,0.1638689281100928,1.06,8784,3.1,20804.0,42,10003318.SH,0.02,3.158,3.295,0.0,put,-1.0,0.1990906063992082,0.94,-1.0,2021-09-06,0.000701397752595,0,0.0,0.0
280,7385,2021-08-25,3.4,65004.0,28,10003205.SH,0.0095,3.158,3.197,0.0,call,-1.0,0.1815425905188322,1.06,8825,3.0,59430.0,28,10003372.SH,0.0122,3.158,3.197,0.0,put,-1.0,0.2123369572169781,0.94,-1.0,2021-09-06,0.000701397752595,0,0.0,0.0
281,7433,2021-09-10,3.5,26940.0,47,10003588.SH,0.03,3.287,3.292,0.0,call,-1.0,0.2039764562931657,1.06,8859,3.1,26907.0,47,10003593.SH,0.02,3.287,3.292,0.0,put,-1.0,0.1871239666649103,0.94,-1.0,2021-10-15,0.0005523059573388,1,0.0976551431055587,2.0885663319835257
282,7456,2021-09-17,3.4,92947.0,40,10003587.SH,0.02,3.287,3.199,0.0,call,-1.0,0.190940032929331,1.06,8885,3.0,51545.0,40,10003592.SH,0.02,3.287,3.199,0.0,put,-1.0,0.2126656170639395,0.94,-1.0,2021-10-15,0.0005523059573388,1,0.0976551431055587,2.0885663319835257
283,7495,2021-10-08,3.5,15523.0,47,10003630.SH,0.03,3.273,3.295,0.0,call,-1.0,0.2020743538201451,1.06,8927,3.1,21461.0,47,10003635.SH,0.02,3.273,3.295,0.0,put,-1.0,0.1888100024086534,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
284,7498,2021-10-11,3.5,16793.0,44,10003630.SH,0.02,3.273,3.312,0.0,call,-1.0,0.1681363205190897,1.06,8932,3.1,17921.0,44,10003635.SH,0.02,3.273,3.312,0.0,put,-1.0,0.2045242227047682,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
285,7502,2021-10-12,3.5,19845.0,43,10003630.SH,0.02,3.273,3.295,0.0,call,-1.0,0.1806680716079473,1.06,8937,3.1,14873.0,43,10003635.SH,0.02,3.273,3.295,0.0,put,-1.0,0.1968889311313331,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
286,7510,2021-10-14,3.5,13770.0,41,10003630.SH,0.02,3.273,3.306,0.0,call,-1.0,0.1783585119869709,1.06,8947,3.1,23033.0,41,10003635.SH,0.02,3.273,3.306,0.0,put,-1.0,0.2079432626288533,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
287,7522,2021-10-19,3.5,24092.0,36,10003630.SH,0.0137,3.273,3.2910000000000004,0.0,call,-1.0,0.1765694794685542,1.06,8962,3.1,23893.0,36,10003635.SH,0.0143,3.273,3.2910000000000004,0.0,put,-1.0,0.1883602855886816,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
288,7526,2021-10-20,3.5,22513.0,35,10003630.SH,0.0136,3.273,3.293,0.0,call,-1.0,0.1775198750542997,1.06,8967,3.1,16407.0,35,10003635.SH,0.0132,3.273,3.293,0.0,put,-1.0,0.187206399847418,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
289,7530,2021-10-21,3.5,53941.0,34,10003630.SH,0.02,3.273,3.314,0.0,call,-1.0,0.1912928326453566,1.06,8972,3.1,37992.0,34,10003635.SH,0.011,3.273,3.314,0.0,put,-1.0,0.1917223435008526,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
290,7546,2021-10-27,3.5,102107.0,28,10003630.SH,0.0104,3.273,3.287,0.0,call,-1.0,0.1875525238465666,1.06,8994,3.1,52774.0,28,10003635.SH,0.0107,3.273,3.287,0.0,put,-1.0,0.1911487086863517,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
291,7556,2021-10-29,3.5,50481.0,26,10003630.SH,0.0094,3.273,3.304,0.0,call,-1.0,0.17765231650877,1.06,9004,3.1,36893.0,26,10003635.SH,0.008,3.273,3.304,0.0,put,-1.0,0.192987272639811,0.94,-1.0,2021-11-16,0.0003608625679309,0,0.0,0.0
292,7608,2021-11-10,3.4,44116.0,42,10003376.SH,0.02,3.244,3.2060000000000004,0.0,call,-1.0,0.1815955790215432,1.06,9041,3.0,27758.0,42,10003410.SH,0.02,3.244,3.2060000000000004,0.0,put,-1.0,0.2120435833020806,0.94,-1.0,2021-12-16,0.0002801852285785,1,0.0724628808077079,1.1079716733134606
293,7713,2021-12-07,3.46,4820.0,50,10003715.SH,0.02,3.144,3.2510000000000003,0.0,call,-1.0,0.1710996831617057,1.06,9117,3.06,5148.0,50,10003720.SH,0.0134,3.144,3.2510000000000003,0.0,put,-1.0,0.1599456927479505,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
294,7725,2021-12-08,3.5,18396.0,49,10003772.SH,0.02,3.144,3.301,0.0,call,-1.0,0.1650998230139017,1.06,9132,3.1,22062.0,49,10003777.SH,0.0138,3.144,3.301,0.0,put,-1.0,0.1661715735957324,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
295,7729,2021-12-09,3.55,18615.0,48,10003716.SH,0.03,3.144,3.352,0.0,call,-1.0,0.1925020314693152,1.06,9137,3.16,14521.0,48,10003721.SH,0.02,3.144,3.352,0.0,put,-0.0046380349287713,0.1819719821650982,0.94,-0.5094099491861566,2022-01-18,0.0003040079312469,0,0.0,0.0
296,7736,2021-12-10,3.55,7804.0,47,10003716.SH,0.02,3.144,3.349,0.0,call,-1.0,0.1674410922900438,1.06,9148,3.16,4495.0,47,10003721.SH,0.0143,3.144,3.349,0.0,put,0.0023928409442051,0.1620966444884836,0.94,-0.3853721250549153,2022-01-18,0.0003040079312469,0,0.0,0.0
297,7744,2021-12-13,3.55,11716.0,44,10003716.SH,0.02,3.144,3.354,0.0,call,-1.0,0.1704304425447881,1.06,9159,3.16,12241.0,44,10003721.SH,0.0132,3.144,3.354,0.0,put,0.0043816599921497,0.1655392878400981,0.94,-0.3920731924622996,2022-01-18,0.0003040079312469,0,0.0,0.0
298,7764,2021-12-15,3.5,35633.0,42,10003772.SH,0.02,3.144,3.304,0.0,call,-1.0,0.17734237251091,1.06,9186,3.1,10356.0,42,10003777.SH,0.0099,3.144,3.304,0.0,put,-1.0,0.1630131250483095,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
299,7772,2021-12-16,3.5,28205.0,41,10003772.SH,0.02,3.144,3.315,0.0,call,-1.0,0.1726627545847595,1.06,9196,3.1,11246.0,41,10003777.SH,0.0082,3.144,3.315,0.0,put,-1.0,0.1619720112385749,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
300,7777,2021-12-17,3.46,12932.0,40,10003715.SH,0.02,3.144,3.265,0.0,call,-1.0,0.1835637830125689,1.06,9201,3.06,5086.0,40,10003720.SH,0.0094,3.144,3.265,0.0,put,-1.0,0.1669087038691044,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
301,7796,2021-12-21,3.46,13205.0,36,10003715.SH,0.02,3.144,3.258,0.0,call,-1.0,0.1987912124181986,1.06,9220,3.06,6008.0,36,10003720.SH,0.0083,3.144,3.258,0.0,put,-1.0,0.1655670039860606,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
302,7833,2021-12-27,3.46,11265.0,30,10003715.SH,0.012,3.144,3.268,0.0,call,-1.0,0.1770743305573761,1.06,9259,3.06,3795.0,30,10003720.SH,0.0047,3.144,3.268,0.0,put,-1.0,0.1616782796959877,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
303,7871,2021-12-31,3.46,11660.0,26,10003715.SH,0.01,3.144,3.256,0.0,call,-1.0,0.1887471195398569,1.06,9297,3.06,6928.0,26,10003720.SH,0.005,3.144,3.256,0.0,put,-1.0,0.1684441187508106,0.94,-1.0,2022-01-18,0.0003040079312469,0,0.0,0.0
304,7889,2022-01-06,3.4,18805.0,48,10003847.SH,0.02,3.1,3.193,0.0,call,-1.0,0.1769570286751091,1.06,9316,3.0,10723.0,48,10003852.SH,0.02,3.1,3.193,0.0,put,-1.0,0.1916661959535479,0.94,-1.0,2022-02-24,0.00042138717972,0,0.0,0.0
305,7894,2022-01-07,3.4,9209.0,47,10003847.SH,0.02,3.1,3.207,0.0,call,-1.0,0.1704588739461303,1.06,9320,3.0,7157.0,47,10003852.SH,0.0139,3.1,3.207,0.0,put,-1.0,0.1783764529760778,0.94,-1.0,2022-02-24,0.00042138717972,0,0.0,0.0
306,7904,2022-01-11,3.4,9722.0,43,10003847.SH,0.02,3.1,3.196,0.0,call,-1.0,0.1856846344225406,1.06,9328,3.0,8009.0,43,10003852.SH,0.0127,3.1,3.196,0.0,put,-1.0,0.1747084445752501,0.94,-1.0,2022-02-24,0.00042138717972,0,0.0,0.0
307,7946,2022-01-21,3.4,31372.0,33,10003847.SH,0.0142,3.1,3.2060000000000004,0.0,call,-1.0,0.182658508120358,1.06,9362,3.0,18687.0,33,10003852.SH,0.0093,3.1,3.2060000000000004,0.0,put,-1.0,0.186378670559287,0.94,-1.0,2022-02-24,0.00042138717972,0,0.0,0.0
308,7951,2022-01-24,3.4,36722.0,30,10003847.SH,0.0112,3.1,3.195,0.0,call,-1.0,0.1853205694342851,1.06,9367,3.0,32666.0,30,10003852.SH,0.0111,3.1,3.195,0.0,put,-1.0,0.1982247301574945,0.94,-1.0,2022-02-24,0.00042138717972,0,0.0,0.0
309,8042,2022-02-11,3.3,40150.0,40,10003788.SH,0.02,2.899,3.123,0.0,call,-1.0,0.1806985295661985,1.06,9433,2.95,10942.0,40,10003793.SH,0.0125,2.899,3.123,0.0,put,0.0357775748648625,0.1690470790358782,0.94,0.4020551963250725,2022-03-28,0.0009934862067404,0,0.0,0.0
310,8049,2022-02-14,3.26,10649.0,37,10003536.SH,0.01,2.899,3.088,0.0,call,-1.0,0.1469324555793404,1.06,9438,2.91,2114.0,37,10003541.SH,0.01,2.899,3.088,0.0,put,0.002579271417431,0.1686696626138687,0.94,-0.384138207419299,2022-03-28,0.0009934862067404,0,0.0,0.0
311,8049,2022-02-14,3.26,10649.0,37,10003536.SH,0.01,2.899,3.088,0.0,call,-1.0,0.1469324555793404,1.06,9442,2.9,13712.0,37,10003792.SH,0.01,2.899,3.088,0.0,put,-0.0603351685045333,0.1752985302634835,0.94,-0.9118726290392536,2022-03-28,0.0009934862067404,0,0.0,0.0
312,8069,2022-02-15,3.3,13956.0,36,10003788.SH,0.0105,2.899,3.1,0.0,call,-1.0,0.1673244460585415,1.06,9448,2.91,1346.0,36,10003541.SH,0.0124,2.899,3.1,0.0,put,-0.0033222800796322,0.1903653848363757,0.94,-0.4572110443008046,2022-03-28,0.0009934862067404,0,0.0,0.0
313,8069,2022-02-15,3.3,13956.0,36,10003788.SH,0.0105,2.899,3.1,0.0,call,-1.0,0.1673244460585415,1.06,9452,2.9,11268.0,36,10003792.SH,0.0116,2.899,3.1,0.0,put,-0.0658175105119285,0.1932663414471149,0.94,-0.9241993193712624,2022-03-28,0.0009934862067404,0,0.0,0.0
314,8129,2022-02-22,3.26,18435.0,29,10003536.SH,0.009,2.899,3.0810000000000004,0.0,call,-1.0,0.1666845905168056,1.06,9500,2.91,5769.0,29,10003541.SH,0.0111,2.899,3.0810000000000004,0.0,put,-0.0003120146071048,0.1906487451759576,0.94,-0.4639948959354886,2022-03-28,0.0009934862067404,0,0.0,0.0
315,8129,2022-02-22,3.26,18435.0,29,10003536.SH,0.009,2.899,3.0810000000000004,0.0,call,-1.0,0.1666845905168056,1.06,9504,2.9,32112.0,29,10003792.SH,0.0111,2.899,3.0810000000000004,0.0,put,-0.0796471107222909,0.1983357139505743,0.94,-0.9551392895127416,2022-03-28,0.0009934862067404,0,0.0,0.0
316,8150,2022-02-23,3.3,34085.0,28,10003788.SH,0.007,2.899,3.1,0.0,call,-1.0,0.1700428337336182,1.06,9510,2.91,2856.0,28,10003541.SH,0.0074,2.899,3.1,0.0,put,0.0142583830160802,0.184504224627614,0.94,-0.2506663997883566,2022-03-28,0.0009934862067404,0,0.0,0.0
317,8150,2022-02-23,3.3,34085.0,28,10003788.SH,0.007,2.899,3.1,0.0,call,-1.0,0.1700428337336182,1.06,9514,2.9,20237.0,28,10003792.SH,0.0067,2.899,3.1,0.0,put,-0.0656763791714963,0.1867087609170079,0.94,-0.9394540487858244,2022-03-28,0.0009934862067404,0,0.0,0.0
318,8186,2022-03-08,3.1,47930.0,50,10004039.SH,0.03,2.714,2.915,0.0,call,-1.0,0.2083947079826593,1.06,9540,2.75,33857.0,50,10004078.SH,0.03,2.714,2.915,0.0,put,0.0036530874540363,0.2201795536412894,0.94,-0.2639780771821662,2022-04-29,0.0007739730942192,0,0.0,0.0
319,8200,2022-03-10,3.1,40848.0,48,10004039.SH,0.02,2.714,2.9130000000000003,0.0,call,-1.0,0.181985691226542,1.06,9547,2.75,17093.0,48,10004078.SH,0.03,2.714,2.9130000000000003,0.0,put,0.0038055887000079,0.2230607215198575,0.94,-0.1856092911691862,2022-04-29,0.0007739730942192,0,0.0,0.0
320,8207,2022-03-11,3.1,40751.0,47,10004039.SH,0.03,2.714,2.922,0.0,call,-1.0,0.2101909526594877,1.06,9551,2.75,31881.0,47,10004078.SH,0.03,2.714,2.922,0.0,put,0.0038867158246367,0.2315773865348994,0.94,-0.2782373319837873,2022-04-29,0.0007739730942192,0,0.0,0.0
321,8304,2022-03-29,3.0,47946.0,29,10004038.SH,0.01,2.714,2.823,0.0,call,-1.0,0.1862693556954264,1.06,9624,2.65,23126.0,29,10004118.SH,0.02,2.714,2.823,0.0,put,-1.0,0.2573243748325109,0.94,-1.0,2022-04-29,0.0007739730942192,0,0.0,0.0
322,8460,2022-05-06,2.86,3199.0,47,10003707.SH,0.03,2.898,2.7030000000000003,0.0,call,0.0050422178799209,0.2119712232995033,1.06,9755,2.55,8424.0,47,10004139.SH,0.04,2.898,2.7030000000000003,0.0,put,-1.0,0.2679756003189684,0.94,-0.3229038330181615,2022-06-06,0.0004959027891709,0,0.0,0.0
323,8508,2022-05-10,2.86,4109.0,43,10003707.SH,0.03,2.898,2.701,0.0,call,0.005512551948799,0.2238715827019513,1.06,9765,2.55,10555.0,43,10004139.SH,0.03,2.898,2.701,0.0,put,-1.0,0.2428182804772853,0.94,-0.2728835626846657,2022-06-06,0.0004959027891709,0,0.0,0.0
324,8520,2022-05-10,2.85,15276.0,43,10003893.SH,0.03,2.898,2.701,0.0,call,0.0109902711138094,0.2161285855892599,1.06,9765,2.55,10555.0,43,10004139.SH,0.03,2.898,2.701,0.0,put,-1.0,0.2428182804772853,0.94,-0.1441683112181457,2022-06-06,0.0004959027891709,0,0.0,0.0
325,8555,2022-05-12,2.86,1218.0,41,10003707.SH,0.03,2.898,2.702,0.0,call,0.0057822328981285,0.2286804830379784,1.06,9775,2.55,8566.0,41,10004139.SH,0.03,2.898,2.702,0.0,put,-1.0,0.2491980604409277,0.94,-0.2840990540526162,2022-06-06,0.0004959027891709,0,0.0,0.0
326,8600,2022-05-16,2.86,2648.0,37,10003707.SH,0.02,2.898,2.702,0.0,call,0.0174987423650494,0.2030894204131365,1.06,9786,2.55,6831.0,37,10004139.SH,0.03,2.898,2.702,0.0,put,-1.0,0.261699591989994,0.94,-0.1994980906726862,2022-06-06,0.0004959027891709,0,0.0,0.0
327,8670,2022-05-19,2.9,20479.0,34,10003801.SH,0.0127,2.898,2.7260000000000004,0.0,call,-1.0,0.1894468181150257,1.06,9804,2.55,9216.0,34,10004139.SH,0.02,2.898,2.7260000000000004,0.0,put,-1.0,0.2496943284651935,0.94,-1.0,2022-06-06,0.0004959027891709,0,0.0,0.0
328,8759,2022-05-25,2.9,41520.0,28,10003801.SH,0.0099,2.898,2.725,0.0,call,-1.0,0.1943392245166301,1.06,9829,2.55,23981.0,28,10004139.SH,0.0108,2.898,2.725,0.0,put,-1.0,0.2211901498881578,0.94,-1.0,2022-06-06,0.0004959027891709,0,0.0,0.0
329,8781,2022-05-26,2.9,57626.0,27,10003801.SH,0.0074,2.898,2.725,0.0,call,-1.0,0.1817258151052594,1.06,9834,2.55,41535.0,27,10004139.SH,0.0104,2.898,2.725,0.0,put,-1.0,0.2224848813346028,0.94,-1.0,2022-06-06,0.0004959027891709,0,0.0,0.0
330,8819,2022-06-07,3.0,27746.0,50,10004317.SH,0.03,2.867,2.829,0.0,call,-1.0,0.2054351004307866,1.06,9845,2.65,8302.0,50,10004292.SH,0.03,2.867,2.829,0.0,put,-1.0,0.2377629150583445,0.94,-1.0,2022-07-06,0.0006592895761417,0,0.0,0.0
