,Unnamed: 0_call,交易日期_x,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return,交易日期_y,CV_22,intensity_22,size_22,sizevol_22
162,3199,2018-10-19,2.6,52744.0,40,10001474.SH,0.05,2.466,2.491,0.0,call,-1.0,0.2750855964206457,1.04,3340,2.4,57993.0,40,10001492.SH,0.05,2.466,2.491,0.0,put,-1.0,0.2802697078079283,0.96,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
163,3206,2018-10-22,2.7,71366.0,37,10001476.SH,0.05,2.466,2.599,0.0,call,-1.0,0.2663284863888026,1.04,3345,2.5,84986.0,37,10001481.SH,0.05,2.466,2.599,0.0,put,-0.0103691758434711,0.2882511829851268,0.96,-0.583017296411041,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
164,3211,2018-10-23,2.6,115194.0,36,10001474.SH,0.06,2.466,2.511,0.0,call,-1.0,0.2999031103523671,1.04,3354,2.4,52989.0,36,10001492.SH,0.04,2.466,2.511,0.0,put,-1.0,0.2799100535611808,0.96,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
165,3253,2018-10-31,2.6,95007.0,28,10001474.SH,0.05,2.466,2.496,0.0,call,-1.0,0.3244149718185066,1.04,3390,2.4,75117.0,28,10001492.SH,0.05,2.466,2.496,0.0,put,-1.0,0.3388253411620855,0.96,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
166,3260,2018-11-01,2.6,123040.0,27,10001474.SH,0.05,2.466,2.507,0.0,call,-1.0,0.315203257388264,1.04,3396,2.4,71036.0,27,10001492.SH,0.04,2.466,2.507,0.0,put,-1.0,0.3164707495256662,0.96,-1.0,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
167,3267,2018-11-02,2.7,80229.0,26,10001476.SH,0.04,2.466,2.594,0.0,call,-1.0,0.2871490936542749,1.04,3401,2.5,135877.0,26,10001481.SH,0.04,2.466,2.594,0.0,put,-0.006231232897779,0.2939583248687982,0.96,-0.6274213230091237,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
168,3272,2018-11-06,2.65,4546.0,50,10001316.SH,0.08,2.275,2.546,0.0,call,-1.0,0.3184809151656329,1.04,3409,2.45,3449.0,50,10001332.SH,0.07,2.275,2.546,0.0,put,0.0184947628383504,0.3110482792831063,0.96,0.0969026199062239,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
169,3305,2018-11-12,2.6,5973.0,44,10001315.SH,0.07,2.275,2.49,0.0,call,-1.0,0.3243380818651914,1.04,3436,2.4,5867.0,44,10001360.SH,0.06,2.275,2.49,0.0,put,0.0168210243086435,0.2990109484754502,0.96,-0.026387010164502,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
170,3314,2018-11-13,2.6,10663.0,43,10001315.SH,0.07,2.275,2.509,0.0,call,-1.0,0.305796933890134,1.04,3442,2.4,8567.0,43,10001360.SH,0.06,2.275,2.509,0.0,put,0.0172155592279297,0.3222361251181662,0.96,-0.0269923049507557,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
171,3332,2018-11-15,2.6,11469.0,41,10001315.SH,0.07,2.275,2.505,0.0,call,-1.0,0.3184112969753444,1.04,3454,2.4,9283.0,41,10001360.SH,0.05,2.275,2.505,0.0,put,0.0226001541796563,0.2917158800442814,0.96,0.0303203281422528,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
172,3341,2018-11-16,2.6,20765.0,40,10001315.SH,0.06,2.275,2.507,0.0,call,-1.0,0.288611612091869,1.04,3460,2.4,9349.0,40,10001360.SH,0.05,2.275,2.507,0.0,put,0.0231716546977176,0.2972545196814238,0.96,0.1006215092237514,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
173,3350,2018-11-19,2.65,11283.0,37,10001316.SH,0.05,2.275,2.54,0.0,call,-1.0,0.2820493824017941,1.04,3466,2.45,15329.0,37,10001332.SH,0.05,2.275,2.54,0.0,put,0.0344381805456495,0.2840447064926326,0.96,0.5741926391087608,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
174,3358,2018-11-20,2.6,27655.0,36,10001315.SH,0.05,2.275,2.498,0.0,call,-1.0,0.2822609787849485,1.04,3473,2.4,14537.0,36,10001360.SH,0.04,2.275,2.498,0.0,put,0.0321571703465213,0.2660205689478517,0.96,0.3148904959800489,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
175,3367,2018-11-21,2.6,17877.0,35,10001315.SH,0.05,2.275,2.497,0.0,call,-1.0,0.2876711704768239,1.04,3479,2.4,12659.0,35,10001360.SH,0.04,2.275,2.497,0.0,put,0.0330909855813577,0.2685103133198916,0.96,0.3252152705052111,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
176,3385,2018-11-23,2.55,40143.0,33,10001314.SH,0.04,2.275,2.442,0.0,call,-1.0,0.2716816960687637,1.04,3491,2.35,24318.0,33,10001370.SH,0.03,2.275,2.442,0.0,put,0.0281554646615662,0.235891866589725,0.96,0.0647295170046726,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
177,3395,2018-11-26,2.55,42848.0,30,10001314.SH,0.04,2.275,2.45,0.0,call,-1.0,0.2752071302305759,1.04,3496,2.35,31223.0,30,10001370.SH,0.03,2.275,2.45,0.0,put,0.0310142478596207,0.2561262028623223,0.96,0.0714285714285738,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
178,3424,2018-11-29,2.55,78487.0,27,10001314.SH,0.03,2.275,2.4530000000000003,0.0,call,-1.0,0.2444643215243816,1.04,3512,2.35,52163.0,27,10001370.SH,0.02,2.275,2.4530000000000003,0.0,put,0.0501719577005626,0.2251925401789843,0.96,0.5691228779648261,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
179,3444,2018-12-04,2.6,3332.0,50,10001533.SH,0.04,2.392,2.49,0.0,call,-1.0,0.2157470564488172,1.04,3529,2.4,863.0,50,10001538.SH,0.03,2.392,2.49,0.0,put,-0.0260887677368112,0.1885273573244512,0.96,-0.7278582531283562,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
180,3444,2018-12-04,2.6,3332.0,50,10001533.SH,0.04,2.392,2.49,0.0,call,-1.0,0.2157470564488172,1.04,3530,2.4,2033.0,50,10001573.SH,0.03,2.392,2.49,0.0,put,-0.0260887677368112,0.1885273573244512,0.96,-0.7278582531283562,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
181,3445,2018-12-04,2.6,1883.0,50,10001568.SH,0.04,2.392,2.49,0.0,call,-1.0,0.2157470564488172,1.04,3529,2.4,863.0,50,10001538.SH,0.03,2.392,2.49,0.0,put,-0.0260887677368112,0.1885273573244512,0.96,-0.7278582531283562,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
182,3445,2018-12-04,2.6,1883.0,50,10001568.SH,0.04,2.392,2.49,0.0,call,-1.0,0.2157470564488172,1.04,3530,2.4,2033.0,50,10001573.SH,0.03,2.392,2.49,0.0,put,-0.0260887677368112,0.1885273573244512,0.96,-0.7278582531283562,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
183,3470,2018-12-10,2.5,1670.0,44,10001531.SH,0.04,2.392,2.408,0.0,call,-1.0,0.2209596588420569,1.04,3565,2.3,3859.0,44,10001536.SH,0.02,2.392,2.408,0.0,put,-1.0,0.1869211917647719,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
184,3470,2018-12-10,2.5,1670.0,44,10001531.SH,0.04,2.392,2.408,0.0,call,-1.0,0.2209596588420569,1.04,3566,2.3,8583.0,44,10001571.SH,0.02,2.392,2.408,0.0,put,-1.0,0.1869211917647719,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
185,3471,2018-12-10,2.5,10972.0,44,10001566.SH,0.04,2.392,2.408,0.0,call,-1.0,0.2209596588420569,1.04,3565,2.3,3859.0,44,10001536.SH,0.02,2.392,2.408,0.0,put,-1.0,0.1869211917647719,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
186,3471,2018-12-10,2.5,10972.0,44,10001566.SH,0.04,2.392,2.408,0.0,call,-1.0,0.2209596588420569,1.04,3566,2.3,8583.0,44,10001571.SH,0.02,2.392,2.408,0.0,put,-1.0,0.1869211917647719,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
187,3496,2018-12-13,2.55,1786.0,41,10001532.SH,0.03,2.392,2.4530000000000003,0.0,call,-1.0,0.1961892325561642,1.04,3596,2.35,3680.0,41,10001537.SH,0.02,2.392,2.4530000000000003,0.0,put,-1.0,0.1847930089871585,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
188,3496,2018-12-13,2.55,1786.0,41,10001532.SH,0.03,2.392,2.4530000000000003,0.0,call,-1.0,0.1961892325561642,1.04,3597,2.35,12294.0,41,10001572.SH,0.02,2.392,2.4530000000000003,0.0,put,-1.0,0.1847930089871585,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
189,3497,2018-12-13,2.55,11855.0,41,10001567.SH,0.03,2.392,2.4530000000000003,0.0,call,-1.0,0.1961892325561642,1.04,3596,2.35,3680.0,41,10001537.SH,0.02,2.392,2.4530000000000003,0.0,put,-1.0,0.1847930089871585,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
190,3497,2018-12-13,2.55,11855.0,41,10001567.SH,0.03,2.392,2.4530000000000003,0.0,call,-1.0,0.1961892325561642,1.04,3597,2.35,12294.0,41,10001572.SH,0.02,2.392,2.4530000000000003,0.0,put,-1.0,0.1847930089871585,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
191,3552,2018-12-21,2.4,6325.0,33,10001529.SH,0.04,2.392,2.302,0.0,call,-1.0,0.2763381277996898,1.04,3644,2.21,14774.0,33,10001534.SH,0.03,2.392,2.302,0.0,put,-1.0,0.2501793312172293,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
192,3552,2018-12-21,2.4,6325.0,33,10001529.SH,0.04,2.392,2.302,0.0,call,-1.0,0.2763381277996898,1.04,3647,2.2,33513.0,33,10001626.SH,0.02,2.392,2.302,0.0,put,-1.0,0.2168864582686424,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
193,3553,2018-12-21,2.4,63205.0,33,10001564.SH,0.04,2.392,2.302,0.0,call,-1.0,0.2763381277996898,1.04,3644,2.21,14774.0,33,10001534.SH,0.03,2.392,2.302,0.0,put,-1.0,0.2501793312172293,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
194,3553,2018-12-21,2.4,63205.0,33,10001564.SH,0.04,2.392,2.302,0.0,call,-1.0,0.2763381277996898,1.04,3647,2.2,33513.0,33,10001626.SH,0.02,2.392,2.302,0.0,put,-1.0,0.2168864582686424,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
195,3566,2018-12-24,2.4,6162.0,30,10001529.SH,0.03,2.392,2.3040000000000003,0.0,call,-1.0,0.245187087085545,1.04,3649,2.21,8464.0,30,10001534.SH,0.02,2.392,2.3040000000000003,0.0,put,-1.0,0.2168498610350489,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
196,3567,2018-12-24,2.4,53323.0,30,10001564.SH,0.03,2.392,2.3040000000000003,0.0,call,-1.0,0.245187087085545,1.04,3649,2.21,8464.0,30,10001534.SH,0.02,2.392,2.3040000000000003,0.0,put,-1.0,0.2168498610350489,0.96,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
197,3635,2019-01-08,2.4,3665.0,50,10001653.SH,0.03,2.736,2.3,0.0,call,0.04950463385443,0.1911508544524907,1.04,3681,2.2,4082.0,50,10001658.SH,0.03,2.736,2.3,0.0,put,-1.0,0.2142401325730681,0.96,1.81133640327841,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
198,3646,2019-01-11,2.45,10491.0,47,10001654.SH,0.02,2.736,2.347,0.0,call,0.0582337732696558,0.1608810083661079,1.04,3699,2.25,14762.0,47,10001659.SH,0.02,2.736,2.347,0.0,put,-1.0,0.1753531280907988,0.96,2.509956456832313,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
199,3673,2019-01-22,2.5,49052.0,36,10001655.SH,0.02,2.736,2.396,0.0,call,0.0709630820379163,0.1826602366541921,1.04,3744,2.3,43228.0,36,10001660.SH,0.02,2.736,2.396,0.0,put,-1.0,0.1935088726254404,0.96,3.389112133302797,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
200,3681,2019-01-24,2.5,52241.0,34,10001655.SH,0.0123,2.736,2.403,0.0,call,0.0907758068058914,0.1463892191184759,1.04,3758,2.3,77750.0,34,10001660.SH,0.0099,2.736,2.403,0.0,put,-1.0,0.1557467860415577,0.96,7.049842405221206,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
201,3692,2019-01-29,2.55,52022.0,29,10001673.SH,0.0126,2.736,2.448,0.0,call,0.0972744205828377,0.1627763159130216,1.04,3782,2.35,81542.0,29,10001661.SH,0.02,2.736,2.448,0.0,put,-1.0,0.2121950982333421,0.96,5.058630878430588,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
202,3835,2019-03-12,2.8,18557.0,43,10001756.SH,0.08,2.958,2.701,0.0,call,0.015953085148012,0.3198003825272917,1.04,4156,2.6,13311.0,43,10001761.SH,0.06,2.958,2.701,0.0,put,-1.0,0.2907744251507818,0.96,0.088048301437434,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
203,3877,2019-03-25,2.8,101329.0,30,10001756.SH,0.05,2.958,2.702,0.0,call,0.0390973472262836,0.2824440245575308,1.04,4204,2.6,41468.0,30,10001761.SH,0.04,2.958,2.702,0.0,put,-1.0,0.2731207898926735,0.96,0.7555555555555598,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
204,3904,2019-04-02,3.0,12517.0,50,10001792.SH,0.08,2.709,2.872,0.0,call,-1.0,0.3024186039180755,1.04,4231,2.75,3504.0,50,10001787.SH,0.06,2.709,2.872,0.0,put,-0.0075865258415254,0.27425187686871,0.96,-0.5213770793139845,2019-05-07,0.0008270788222047,2,0.1553932376929227,5.52982518563757
205,4060,2019-05-20,2.8,98457.0,37,10001715.SH,0.04,2.9160000000000004,2.699,0.0,call,0.0291939940583572,0.2246351774243712,1.04,4630,2.6,3019.0,37,10001516.SH,0.03,2.9160000000000004,2.699,0.0,put,-1.0,0.20955503102234,0.96,0.5061194543375545,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
206,4060,2019-05-20,2.8,98457.0,37,10001715.SH,0.04,2.9160000000000004,2.699,0.0,call,0.0291939940583572,0.2246351774243712,1.04,4631,2.6,65142.0,37,10001613.SH,0.03,2.9160000000000004,2.699,0.0,put,-1.0,0.20955503102234,0.96,0.5061194543375545,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
207,4132,2019-05-29,2.85,109726.0,28,10001735.SH,0.02,2.9160000000000004,2.748,0.0,call,0.043562236847686,0.1797266167144477,1.04,4797,2.65,5948.0,28,10001517.SH,0.02,2.9160000000000004,2.748,0.0,put,-1.0,0.1923241116936206,0.96,0.7100882054774564,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
208,4132,2019-05-29,2.85,109726.0,28,10001735.SH,0.02,2.9160000000000004,2.748,0.0,call,0.043562236847686,0.1797266167144477,1.04,4798,2.65,109333.0,28,10001614.SH,0.03,2.9160000000000004,2.748,0.0,put,-1.0,0.2337540874691009,0.96,0.3464379838696325,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
209,4167,2019-06-06,2.8,11488.0,48,10001861.SH,0.06,2.952,2.704,0.0,call,0.0195540567900958,0.2455540130953192,1.04,4870,2.6,6357.0,48,10001866.SH,0.04,2.952,2.704,0.0,put,-1.0,0.2204255418872833,0.96,0.2991288952501676,2019-07-09,0.0003974523759722,0,0.0,0.0
210,4191,2019-06-17,2.9,25164.0,37,10001863.SH,0.04,2.952,2.799,0.0,call,0.0071161262118388,0.2165176845158041,1.04,4905,2.7,24066.0,37,10001868.SH,0.03,2.952,2.799,0.0,put,-1.0,0.2021501112857759,0.96,-0.2141699637139869,2019-07-09,0.0003974523759722,0,0.0,0.0
211,4288,2019-07-25,3.1,136022.0,34,10001890.SH,0.02,2.912,2.977,0.0,call,-1.0,0.1662407149491012,1.04,5045,2.85,74581.0,34,10001895.SH,0.02,2.912,2.977,0.0,put,-1.0,0.187383485158503,0.96,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
212,4292,2019-07-26,3.1,112496.0,33,10001890.SH,0.03,2.912,2.982,0.0,call,-1.0,0.1990923945376574,1.04,5051,2.85,47921.0,33,10001895.SH,0.02,2.912,2.982,0.0,put,-1.0,0.1940476983447969,0.96,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
213,4297,2019-07-29,3.1,88669.0,30,10001890.SH,0.02,2.912,2.978,0.0,call,-1.0,0.1767379817150831,1.04,5057,2.85,52243.0,30,10001895.SH,0.02,2.912,2.978,0.0,put,-1.0,0.1996712149536609,0.96,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
214,4452,2019-09-04,3.1,22413.0,49,10001946.SH,0.03,3.0,2.9730000000000003,0.0,call,-1.0,0.1680081109922826,1.04,5341,2.85,14042.0,49,10001951.SH,0.03,3.0,2.9730000000000003,0.0,put,-1.0,0.1860603223107159,0.96,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
215,4497,2019-09-23,3.1,163985.0,30,10001946.SH,0.02,3.0,2.9810000000000003,0.0,call,-1.0,0.1740569661335945,1.04,5413,2.85,60765.0,30,10001951.SH,0.0111,3.0,2.9810000000000003,0.0,put,-1.0,0.1620767961516976,0.96,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
216,4505,2019-09-25,3.1,131220.0,28,10001946.SH,0.02,3.0,2.977,0.0,call,-1.0,0.1842013735789358,1.04,5425,2.85,36660.0,28,10001951.SH,0.0096,3.0,2.977,0.0,put,-1.0,0.1564641871873736,0.96,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
217,4509,2019-09-26,3.1,184727.0,27,10001946.SH,0.02,3.0,2.978,0.0,call,-1.0,0.1868144398993551,1.04,5431,2.85,61728.0,27,10001951.SH,0.0098,3.0,2.978,0.0,put,-1.0,0.1610598222110271,0.96,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
218,4513,2019-09-27,3.1,148289.0,26,10001946.SH,0.02,3.0,2.978,0.0,call,-1.0,0.190548371004343,1.04,5437,2.85,66790.0,26,10001951.SH,0.0096,3.0,2.978,0.0,put,-1.0,0.1628596431647539,0.96,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
219,4518,2019-10-08,3.1,38200.0,50,10001966.SH,0.03,2.988,2.968,0.0,call,-1.0,0.1699174852283299,1.04,5441,2.85,22158.0,50,10001971.SH,0.02,2.988,2.968,0.0,put,-1.0,0.1506498762059808,0.96,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
220,4523,2019-10-09,3.1,44835.0,49,10001966.SH,0.02,2.988,2.971,0.0,call,-1.0,0.1407479403343498,1.04,5445,2.85,20482.0,49,10001971.SH,0.02,2.988,2.971,0.0,put,-1.0,0.1540482333286703,0.96,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
221,4606,2019-11-05,3.2,89845.0,50,10001834.SH,0.03,2.98,3.0860000000000003,0.0,call,-1.0,0.1511645620562732,1.04,5540,2.95,34410.0,50,10001840.SH,0.02,2.98,3.0860000000000003,0.0,put,-1.0,0.1571799790085852,0.96,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
222,4610,2019-11-06,3.2,37875.0,49,10001834.SH,0.02,2.98,3.079,0.0,call,-1.0,0.1306410241918265,1.04,5551,2.95,17038.0,49,10001840.SH,0.02,2.98,3.079,0.0,put,-1.0,0.1542403390027284,0.96,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
223,4614,2019-11-07,3.2,59614.0,48,10001834.SH,0.02,2.98,3.079,0.0,call,-1.0,0.132125119500041,1.04,5562,2.95,26745.0,48,10001840.SH,0.02,2.98,3.079,0.0,put,-1.0,0.1557098907848894,0.96,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
224,4668,2019-11-22,3.1,233334.0,33,10001833.SH,0.0101,2.98,2.967,0.0,call,-1.0,0.1368781703118383,1.04,5672,2.85,73322.0,33,10001838.SH,0.0088,2.98,2.967,0.0,put,-1.0,0.1337505373503565,0.96,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
225,4688,2019-11-28,3.1,175760.0,27,10001833.SH,0.007,2.98,2.978,0.0,call,-1.0,0.1269249148667156,1.04,5711,2.85,51181.0,27,10001838.SH,0.005,2.98,2.978,0.0,put,-1.0,0.1316109700912832,0.96,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
226,4717,2019-12-05,3.05,16801.0,48,10002016.SH,0.0141,3.006,2.919,0.0,call,-1.0,0.126988274572432,1.04,5743,2.8,6253.0,48,10002021.SH,0.0119,3.006,2.919,0.0,put,-1.0,0.1281677306935191,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
227,4717,2019-12-05,3.05,16801.0,48,10002016.SH,0.0141,3.006,2.919,0.0,call,-1.0,0.126988274572432,1.04,5744,2.8,17815.0,48,10002058.SH,0.0115,3.006,2.919,0.0,put,-1.0,0.1266218253995775,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
228,4731,2019-12-09,3.05,8902.0,44,10002016.SH,0.0143,3.006,2.931,0.0,call,-1.0,0.1254294946816563,1.04,5761,2.8,4483.0,44,10002021.SH,0.0081,3.006,2.931,0.0,put,-1.0,0.1244152029486596,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
229,4731,2019-12-09,3.05,8902.0,44,10002016.SH,0.0143,3.006,2.931,0.0,call,-1.0,0.1254294946816563,1.04,5762,2.8,10366.0,44,10002058.SH,0.0077,3.006,2.931,0.0,put,-1.0,0.1224995702280402,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
230,4777,2019-12-17,3.15,60754.0,36,10002017.SH,0.02,3.006,3.025,0.0,call,-1.0,0.160159196478784,1.04,5823,2.9,26280.0,36,10002023.SH,0.009,3.006,3.025,0.0,put,-1.0,0.1326015391875207,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
231,4777,2019-12-17,3.15,60754.0,36,10002017.SH,0.02,3.006,3.025,0.0,call,-1.0,0.160159196478784,1.04,5824,2.9,83916.0,36,10002060.SH,0.0085,3.006,3.025,0.0,put,-1.0,0.1301895192334055,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
232,4784,2019-12-18,3.15,44642.0,35,10002017.SH,0.02,3.006,3.017,0.0,call,-1.0,0.1690345620667338,1.04,5835,2.9,16862.0,35,10002023.SH,0.0093,3.006,3.017,0.0,put,-1.0,0.1303763200967311,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
233,4784,2019-12-18,3.15,44642.0,35,10002017.SH,0.02,3.006,3.017,0.0,call,-1.0,0.1690345620667338,1.04,5836,2.9,42689.0,35,10002060.SH,0.0089,3.006,3.017,0.0,put,-1.0,0.1284897744282186,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
234,4809,2019-12-23,3.1,199013.0,30,10002054.SH,0.0145,3.006,2.979,0.0,call,-1.0,0.1539678267030715,1.04,5869,2.85,8203.0,30,10002022.SH,0.006,3.006,2.979,0.0,put,-1.0,0.1324379245194196,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
235,4809,2019-12-23,3.1,199013.0,30,10002054.SH,0.0145,3.006,2.979,0.0,call,-1.0,0.1539678267030715,1.04,5870,2.85,13562.0,30,10002059.SH,0.006,3.006,2.979,0.0,put,-1.0,0.1324379245194196,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
236,4825,2019-12-25,3.1,132601.0,28,10002054.SH,0.012,3.006,2.98,0.0,call,-1.0,0.1477640591674447,1.04,5891,2.85,15719.0,28,10002022.SH,0.0042,3.006,2.98,0.0,put,-1.0,0.1248751717624068,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
237,4825,2019-12-25,3.1,132601.0,28,10002054.SH,0.012,3.006,2.98,0.0,call,-1.0,0.1477640591674447,1.04,5892,2.85,21741.0,28,10002059.SH,0.004,3.006,2.98,0.0,put,-1.0,0.1233302201423049,0.96,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
238,4861,2020-01-13,3.2,47284.0,44,10002195.SH,0.03,2.894,3.08,0.0,call,-1.0,0.1667150484750569,1.04,5944,2.95,32622.0,44,10002201.SH,0.0115,2.894,3.08,0.0,put,0.0366323960781169,0.1321832339996397,0.96,0.2266813731052241,2020-02-27,0.000475162539488,2,0.1310267951240233,3.845752374594484
239,4865,2020-01-14,3.2,62806.0,43,10002195.SH,0.02,2.894,3.076,0.0,call,-1.0,0.1424530495548844,1.04,5949,2.95,32049.0,43,10002201.SH,0.0122,2.894,3.076,0.0,put,0.0360753790662429,0.133875528227955,0.96,0.4712063703200808,2020-02-27,0.000475162539488,2,0.1310267951240233,3.845752374594484
240,4905,2020-02-04,2.9,6818.0,50,10001913.SH,0.04,2.687,2.785,0.0,call,-1.0,0.1965197997508049,1.04,5983,2.66,9672.0,50,10001930.SH,0.04,2.687,2.785,0.0,put,-1.0,0.228517464416027,0.96,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
241,4906,2020-02-04,2.9,19178.0,50,10002069.SH,0.04,2.687,2.785,0.0,call,-1.0,0.1965197997508049,1.04,5983,2.66,9672.0,50,10001930.SH,0.04,2.687,2.785,0.0,put,-1.0,0.228517464416027,0.96,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
242,4922,2020-02-05,2.9,4959.0,49,10001913.SH,0.04,2.687,2.801,0.0,call,-1.0,0.1845622199179827,1.04,5997,2.7,25041.0,49,10002074.SH,0.04,2.687,2.801,0.0,put,-0.022676287750147,0.2081849593425692,0.96,-0.671262688413895,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
243,4923,2020-02-05,2.9,23157.0,49,10002069.SH,0.04,2.687,2.801,0.0,call,-1.0,0.1845622199179827,1.04,5997,2.7,25041.0,49,10002074.SH,0.04,2.687,2.801,0.0,put,-0.022676287750147,0.2081849593425692,0.96,-0.671262688413895,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
